C10016                  102 51 14 1.6
C10020                  102 51 15 2.0

C15012                  152 64 15 1.2
C15016                  152 64 16 1.6
C15020                  152 64 17 2.0
C15025                  152 64 19 2.5

C20016                  203 76 16 1.6
C20020                  203 76 19 2.0
C20025                  203 76 21 2.5

C25020                  254 76 19 2.0
C25025                  254 76 21 2.5
